schema_version,phase,dataset_id,split_label,split,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,target_space,corruption_config_hash,random_seed_hash,definition_manifest_hash,manifest_path,manifest_file_sha256
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,5d503f9135ffc7d92289408da31b09474a6e4660b4429fabb5ed74bee5929f0e,51b49ef0907d44ea3335ce64ce5b6156a6699b4447d154837de8399c85251a97,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003.json,331236f26443c3cda9dc2054abd6a07cc5cee4b363b65e30db7ad927d8831e4f
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001,0.0,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,68a9743c79bdff36ce86d43b691112b43fff73dd428b641f77b0700b5c451517,88e7c3f801a3af974f87f74f2a0bf51f199dc276b7ffc648b1ef2da471f1f3a0,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001.json,a0d330aeeadcd5f2453a2e24e259bd645042ddb4ac49279c4c399c2bf6efed73
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002,0.0,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,6e1d089b0f5fbf2014f1a79ceaa79f8044009d2f35a29477874464bd64928e98,dcda2553f9a4fac524402d698ba36dcc30a6b335465ae4d2b145d0cfd02ab69e,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002.json,704619984e031547223d0fc510a99a08a16568da1ef4a5b90b3fa4178b940334
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2001,0.05,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,53a5b6207181fc608341204611729e04093be339a63c36290425f6b913bc25a1,526ab4f2c3befa32a200a8e624fc1b483c19b2dab36b325f6424ba73c1cccc00,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2001.json,837d6da46557c1b40f59ef52f040dd85dcfab02576909d03c7f75228849ae2f0
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2002,0.05,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,0d89271acc4080bc8381752df9a07a3db68153392d6aca4ebeb0a9458cea11e2,ce553ed701d94c93d5ae86e91be37bc47a11fc0b3be7f86b974a3344233cafd8,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2002.json,8fcaea6e6f4448f645c54c5dd7930b480c0def1a2defe12dac0064facfb26fb9
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2003,0.05,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,642b278376f8fb4f1bdba1d787d169c3b203cdffa0b8b4bfdecb074f16ea44ad,c1f21bae5805618b08605733c7915a0642557f7e86bf230cfcbcc528af0ed35b,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__audit_2003.json,79fe6099575d440c563c93e29b3d312620ea8750dce58fc48889cba5b5cbdc61
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__shadow_9001,0.05,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,01272f08eaecb487a5cfdf6ba93b5ac86767b4ab792af3001febcd4746411df0,6dbf2d036074a6adef24b24da36b8fc2ced9984d7968cbe4662baecd3862d357,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__shadow_9001.json,87689f6e8c142423185e2e3148ff5050e2b08aa0515a6dd1236df5799841ec5c
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__shadow_9002,0.05,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,13fde02789ea85245d553c351e0ecde5b59ef8ae65395d8fb6028fe03bc2d0fd,0b88fbc7a9645b6a2bed8f498bac5182a68d10c14f9d93bcd6f0096567c078e9,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p05__shadow_9002.json,33dea682821f426dcf208481f05baeac72d22e5dd0aaba1aa5608e3d1625448a
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__audit_2001,0.1,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,a4c4d6742a65ff4d3aad19acb3163f2e6aeb5ff99247192d57d4fee605bce858,a6f93d4e3e208a0b56ebbb4743a31346a8a14ac93f24488fdff64fa7393e42d8,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__audit_2001.json,214000d5a1f23c609455fc0c2c986e2c0c0e686f3b083d3f29bcdf83a6acb2e9
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__audit_2002,0.1,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,95b796058d38fcac12520305b40762479f3e81687bd87cd2a47cbb27c9ae89eb,0ac09bfe6965381c7b4bb91336cfb817b4fd650b92ccd2019120c78e54511b18,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__audit_2002.json,cc0eb1d0324a957f70f1b7f00dc6450c8fceabdfd890278bc54d1455a2071e6c
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__audit_2003,0.1,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,8fe6ac07bf73a0d1c124cfe600cde7fdfee6718d2a4cc4d60aa0833f31b17632,8393648f227bbd049cb3e60c6c3cf1a94ef07e51b5ff95ca75aa43950d286c19,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__audit_2003.json,12c7c67c85d954385d3c3cc89fa957b91d113212ea450222890a94c58096dba2
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__shadow_9001,0.1,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,41d12ceb19ea21ff9b71f7b8b804c0d7113e90ce13e4274ed637089cc7202fec,e8de8c25b3d27bd9e250cbdbb4ea837a92b527fa3f2bc8b6fa34697d501a49be,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__shadow_9001.json,3e5f72decafb9ad3c0638911eb07c8496047cbd53633fef697b771132d5e2ee8
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__shadow_9002,0.1,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,c155cdf5414c4541ed3a9af9eb5c6442dc0b35eefbfd96d18ce735ed0dbb6b37,9dc2e6f82e9b997bdbe6b059764b7ac15b3c955f749f7080242b3d7478674163,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p10__shadow_9002.json,3a58ce49edebc377c80c3828f7fa4d4e22762b72af4528bb697ecd2e4115f978
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__audit_2001,0.2,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,b3a9b21a346dff8c36100c085c7f426579db85b17a5972ce67f8ad9f234f44b9,bd01cf6c7064dbe3fe197e91b31bc88e75dd4fc81efce8cd78bc712f5c39a9a7,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__audit_2001.json,fdc71742ae227c2663f64173acc5c135e536cd1234f1255735e399ab06d3f335
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__audit_2002,0.2,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,80213bcbb6dd81ca838d75f07d78e29142ecb7b23c625d91f681cd515b5cefcb,f989b7125235a39bd6b0fc60be814e948041841c2ab12c225a46742adc2c7e49,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__audit_2002.json,056c1b2b456dcb59b92575ac02d4293f2cc5c82c2660e88b13d91b7ac2a913c2
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__audit_2003,0.2,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,3b04af3904d526bc446a8ce7c6f3abd1763894c63a05487db6b7b8904172b6a9,890534defdfd48b50f8497e904ed86612bb4b00998df2e5fe31a1ca555f9f1cf,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__audit_2003.json,39e49fc551a662f20d3e207ee692f3b342db9de44661c3a8a6ada5b1a85386e8
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__shadow_9001,0.2,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,055666da5483629efac251c689f29a2733e198434ec2b5198b9e54a78b6b150a,727e5f4f0f284a3281a90a9649271e3bfd33959dcfe3e9d70c597d8a28b2b1c9,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__shadow_9001.json,6cb4ec14833d1aa296189ac6c4c1ee9606f15829936c4868dc4430623f792e45
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__shadow_9002,0.2,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,422898a1ac1f9ab04a0e98443bbd3465fe197055edb14bd271288dde84c40f83,fcfa410f47cf0601bd2553022aa21866996fb7bd5c29d935a3cb2862b8aae618,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p20__shadow_9002.json,9075ceaf0e1bbdb8dfa345ac3c2f78c87e7219ea6de5557c407ec04d3eff9e2a
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__audit_2001,0.4,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,7214ad5f7cd478c36d7ce9bbb15d3ba023c16b000fb7cbe268a3eba41b8efc81,c52b7bf7dfa3193ccd689c8980c257676f616b8b37520dfe66d4e6e7b302a83a,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__audit_2001.json,af67ade526c914b8b1fb9eb538651a0f13a46461f4d71c1d45b3cf7cf465295e
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__audit_2002,0.4,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,839f28893c7f7e716f7f5b3d47d50d22fcd1d157c1dd328242739cacee9623c8,3b1ca8f35541db403310ab9e5b11b71c6e4756400abb8b446c941ffe598f9042,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__audit_2002.json,a46833d32299e454374e06abb04eb86cb4d229604dae16c3daa612c42ccd9d19
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__audit_2003,0.4,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,23e3838cecf184c7d4a9180dc43d501beb8fd1b94ad8e28c087240fd5d21b9c9,84395f0664eb64036e0f8b3cb7d5263b6651cc9455a26041956b37d3b70aba9c,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__audit_2003.json,d840ab98cb14b67f0e6849feae1a1efca49b05a0b076df3f0cf151d91e922fbb
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__shadow_9001,0.4,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,0284d56965afc072e5b2d4f91e1618ecbdb1386e90beaa919c86c1656698ab7d,c4a95226963421c538d133642eaffb8bf454f95fb7ea20eff75857c2a2dddd08,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__shadow_9001.json,de992f30a3dea1626a42e643d9571cf235830c714aa9996fbc6f44eac31b985d
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__shadow_9002,0.4,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,0ce77e275a743d2f3ce45edac1b3a5592e6c5b56c860b0ac761c1f18298c156c,8724eaec8a3e7374d83ecec13d340757ecb1625f6aabe2482d3c0ca9a0a4647f,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p40__shadow_9002.json,3aa32038744ffd301a76b56f6faa527a6e275458a766ea6313aa3a288f2c8e57
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__audit_2001,0.6,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,46dfc16d56083ee7f406e1c23e8741965ac8a4b5fee09d3a594ce41d805e2509,a6021fec40b247d246511f9dace5381940d415a74a6985a98c11d085e17e6561,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__audit_2001.json,de7d1d12b282d3c0fac35f3e661795377b367e1d90b90bc955d923b5bf24c99d
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__audit_2002,0.6,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,00f2372849a460c5fadcf18d57fa6403e3ac168959d13734f97bce458b88e3e1,1dca2ed0cd5c4c6f84af29916ea4546e638cd3c96b16f567b74d1947fb864fc6,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__audit_2002.json,56f321d3bbeed566b734ef8540c267426282f9ae527ee3ccd9c919a2f23a69f9
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__audit_2003,0.6,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,46dbd7043527f9c541e42713dafbd73b1f2b11075cdd84fb6edfe31284d83faf,1ce007c77a86b983d68d674c5a01e47a643374bec6cd0e9105c4954df235c5c8,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__audit_2003.json,b4cb783e10cfc4ce09972ef51e1d06ddf16e059e604088f93f8cc59ef4691bcd
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__shadow_9001,0.6,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,e2d811aaf3b79350e8af63acbdfedf4a2981b1fbc6966da6d8235468feff4401,0ab956979a38c7362b24c91ff84d32f14cd056d4d47b15904c369900807dc951,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__shadow_9001.json,b108e2b16a0ab94417c9f4a4cf802f45a0cd5c9e8c00a32aa5524523798152c1
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__shadow_9002,0.6,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,0f468d329b33b75a5eb144e60a7b4f0c74f0e15c148d037f31c4adb1861b0539,d99a3c5b6720ec5ed86cd7f8b8f75ff81b8193f365f5ae8ff5e402a1bd5ec4ff,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p60__shadow_9002.json,a1eacfed455e3d6ecc7634f54a505da0273ec1e8a4e7d0bc317903ac01899340
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__audit_2001,0.8,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,6b6a8ddeac7700d2cabc854e69960b72a8c8088bc139384ea99cd1b94a644e5a,8fd4b1081dad7b11af6eed01d58a6a4ea245f7ff7c14f798454159bc4af70b06,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__audit_2001.json,673a66c0fe38caec590c8c923b4ed225a3b92706f8656d4933a230ce6c278000
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__audit_2002,0.8,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,675ec3ef9bac11a03b6c8cd6f2ef81ea9826526cf439ca44b2e4a9be034d8b5e,0c0c1b890aa561d4996b8cb5d6d592a120904b9fbbb97ddaf42c9211d2e64720,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__audit_2002.json,f17f25601ee2d170d0f2ace5207fe5a23aad3bca3a3caf0d5eb619eb28b22844
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__audit_2003,0.8,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,15598f9f689d2cfde9775776a2be146b53a81cf7de08af7c08fcf1344288ae4f,6212ee15a7a7967755f37b6f31a2d8930d3b5d4575b0b3f34ed639a2788a8ccd,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__audit_2003.json,e8b7a597d47815099a76e2ce0315a373e9496b1c3e4c3d6ff8b02e5191eec7e3
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__shadow_9001,0.8,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,9a89ea6197d83303a6ac40b81ad1d163d65633862ab9c45e5b8226b45e8b166e,52d48af8fd6fa9e36022a947978ff0dbcfe6cd0c407ff03b56849f16abd40ff3,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__shadow_9001.json,91a541d3eb1c5b80cd650f8ed21e0e4624216acf05a52aae995481f978d66309
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__shadow_9002,0.8,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,7eb8d7edbf2d7193daebe818a5f1664f04cc4e2938be0324a88bf78b749e6935,17a0936c472c98affc0dc077dcb24d891e0ec9f6dd835a1548df669b8ea15275,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p80__shadow_9002.json,dd1e1912ff9fd76918120f291ac40e80c38cc8a70a2f99a5500caa940481b31c
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__audit_2001,1.0,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,7262a1fc5e82bdb4d5de97006091bab9195f64d9acc1874533e0f98397855333,bd5c790fc662ed5d2eb4c727a3a96f05fba945a4ed898d15d3101c4d2f2f71e1,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__audit_2001.json,847621c2ae6ec3c405b1160acd79c6bfedb9717caadf30550eacb47efbab2836
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__audit_2002,1.0,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,3292a0098916d74195649a57170cac2f57e47b279c290baee46a5575a032c1eb,869dd27f81ae462ea7d5f4d0a247e8d42b9d1f94ad9199cfd417e8729fd3ec1d,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__audit_2002.json,ada8d018e681a2b2bfa561538b73dc2283af715d158b5e46d751d314fcbe6bd2
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__audit_2003,1.0,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,cfdb5c22f52b1d82997b26bf246b681ec642fc84324b08f18aa52fc288e57940,57cb7201a5f3bb69945d3ee7072ccccba33ae640ce35c300dbbf61962acfa2e6,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__audit_2003.json,493264c5acb56943809b997cbfb689f868cce83b562d76b50f8b603876c626d6
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__shadow_9001,1.0,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,18535092d98839a25995e7568af8149a7f99f6c8d232e7dc33aa578d480e38a5,619d9b43e595eac142722356323d488f3cb30dbd9d1503b49e629e423e341918,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__shadow_9001.json,5035fcfdf90a984b7377bbd551f0998aba0767c8c50e0714c6ced3c68184480d
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__shadow_9002,1.0,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,31c39ed6e49817ae0e403dd285503291b27aa226abf306bb229377b70ee276f2,f05bd07e96316f88d9d5afe1adb1070d691c09b87398250a446f4bafb7f637e3,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_1p00__shadow_9002.json,2a4cd51794afdfe9416bf6a42ac70cfd4e04065743f64057296aa85207b8b444
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,missing_features,breast_cancer_wisconsin__audit_benchmark__missing_features__level_0p00__audit_2001,0.0,2001,audit,features,38dff0d8c6a36f44da4a42f33dc297935807642c59c1a9d3658d73b87e87a075,50b3ee17858788b6f659cfecf3c095691d4e5b21f11b0b3022bf0d9a2a9b69eb,7aa457b0cf82a4eec82e3345e7b3226c8d8b7da112ebd6eed63e115ebd3e2f05,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\missing_features\breast_cancer_wisconsin__audit_benchmark__missing_features__level_0p00__audit_2001.json,6ec689d6a0758e1f3bf6c381b52d2f50245d71b7703e51c14d1172a84abc9b2f
1.0,phase2,breast_cancer_wisconsin,audit,audit_benchmark,missing_features,breast_cancer_wisconsin__audit_benchmark__missing_features__level_0p00__audit_2002,0.0,2002,audit,features,38dff0d8c6a36f44da4a42f33dc297935807642c59c1a9d3658d73b87e87a075,6641c3eeceaeb70efc49f68555b80aa15fead5c574d93caa519698572d76d308,fb58553d3477ffc42e1c3761ff374a549d6f5b934f8db8a1b5966ac3e54ccb7a,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_manifests\manifests\missing_features\breast_cancer_wisconsin__audit_benchmark__missing_features__level_0p00__audit_2002.json,344827958528a62d5ffc61dfa1d0c5d1dee2a7ab158bbd6e697857938817dfdd
